R,a,delta,F,R_a,delta_a,F_Eah
3,30,94.97394936,277.2972701,0.1,0.316579831,0.029043966
3,30,95.47837841,272.0634142,0.1,0.318261261,0.028495775
3,30,95.9677506,284.8917757,0.1,0.319892502,0.029839411
3,30,96.46777413,283.5591836,0.1,0.321559247,0.029699836
3,30,96.96768286,285.5035597,0.1,0.32322561,0.029903489
3,30,97.45790516,297.1487588,0.1,0.324859684,0.031123201
3,30,97.96153016,290.8760459,0.1,0.326538434,0.0304662
3,30,98.45557819,300.5984242,0.1,0.328185261,0.031484517
3,30,98.95034178,305.4123163,0.1,0.329834473,0.031988721
3,30,99.45393231,302.1253522,0.1,0.331513108,0.031644446
3,30,99.94379974,315.6378637,0.1,0.333145999,0.03305974
3,30,100.4463698,311.0867762,0.1,0.334821233,0.032583061
3,30,100.9422796,318.2096468,0.1,0.336474265,0.033329107
3,30,101.4351011,325.8821065,0.1,0.338117004,0.034132716
3,30,101.9399648,321.1295636,0.1,0.339799883,0.033634937
3,30,102.430475,334.8928543,0.1,0.341434917,0.035076497
3,30,102.930593,331.9977887,0.1,0.343101977,0.034773269
3,30,103.4299139,337.2335427,0.1,0.34476638,0.035321659
3,30,103.9209854,346.4222502,0.1,0.346403285,0.03628408
3,30,104.426045,341.1307933,0.1,0.348086817,0.035729855
3,30,104.9177603,355.676655,0.1,0.349725868,0.037253381
3,30,105.4188058,351.702139,0.1,0.351396019,0.036837092
3,30,105.9163031,358.9622258,0.1,0.353054344,0.03759751
3,30,106.4089538,365.7550326,0.1,0.354696513,0.038308985
3,30,106.9126968,363.3264721,0.1,0.356375656,0.038054619
3,30,107.4042925,376.3059595,0.1,0.358014308,0.039414083
3,30,107.9062033,372.2587545,0.1,0.359687344,0.038990181
3,30,108.4021144,381.7560547,0.1,0.361340381,0.039984923
3,30,108.8972735,385.5269684,0.1,0.362990912,0.040379887
3,30,109.4009746,386.0378064,0.1,0.364669915,0.040433392
3,30,109.8919248,398.5868193,0.1,0.366306416,0.041747768
3,30,110.3956424,393.6437631,0.1,0.367985475,0.041230035
3,30,110.8887641,406.0438919,0.1,0.369629214,0.042528818
3,30,111.3877414,404.2760087,0.1,0.371292471,0.042343651
3,30,111.8870606,412.009989,0.1,0.372956869,0.043153704
3,30,112.3803935,418.1959733,0.1,0.374601312,0.043801621
3,30,112.8842543,417.4293295,0.1,0.376280848,0.043721323
3,30,113.3754681,430.0757733,0.1,0.377918227,0.045045905
3,30,113.8792781,424.9860995,0.1,0.379597594,0.044512815
3,30,114.3732383,438.6197555,0.1,0.381244128,0.045940797
3,30,114.871997,437.0381486,0.1,0.382906657,0.04577514
3,30,115.3715781,445.6400921,0.1,0.384571927,0.046676103
3,30,115.8649605,449.8328941,0.1,0.386216535,0.047115255
3,30,116.3684488,451.7227551,0.1,0.387894829,0.047313198
3,30,116.8599888,461.9413979,0.1,0.389533296,0.048383493
3,30,117.3638748,459.6880594,0.1,0.391212916,0.048147479
3,30,117.8568956,472.6437862,0.1,0.392856319,0.049504455
3,30,118.3590178,468.9429225,0.1,0.394530059,0.049116829
3,30,118.8538388,482.1839366,0.1,0.396179463,0.050503685
3,30,119.3531224,480.8793033,0.1,0.397843741,0.050367039
3,35,2.495352049,-0.389521663,0.085714286,0.007129577,-3.497E-05
3,35,2.991801018,0.25867301,0.085714286,0.008548003,2.32228E-05
3,35,3.48415936,0.370819806,0.085714286,0.009954741,3.3291E-05
3,35,3.981221169,0.599659663,0.085714286,0.011374918,5.38355E-05
3,35,4.48059779,0.626213865,0.085714286,0.012801708,5.62194E-05
3,35,4.96877743,1.450918023,0.085714286,0.014196507,0.000130259
3,35,5.48433198,0.487317913,0.085714286,0.01566952,4.37498E-05
3,35,5.967560633,1.524959716,0.085714286,0.017050173,0.000136906
3,35,6.464678803,1.694898477,0.085714286,0.018470511,0.000152162
3,35,6.979723309,0.536225669,0.085714286,0.019942067,4.81406E-05
3,35,7.493312858,0.288537647,0.085714286,0.021409465,2.5904E-05
3,35,7.989009074,0.321366782,0.085714286,0.02282574,2.88512E-05
3,35,8.491119993,-0.074559999,0.085714286,0.024260343,-6.69375E-06
3,35,8.985483766,0.92882732,0.085714286,0.025672811,8.3387E-05
3,35,9.47326693,0.936730802,0.085714286,0.027066477,8.40966E-05
3,35,9.969294288,1.427376549,0.085714286,0.028483698,0.000128145
3,35,10.45588499,2.028849421,0.085714286,0.029873957,0.000182143
3,35,10.94642948,2.716987478,0.085714286,0.031275513,0.000243922
3,35,11.45673303,1.83520517,0.085714286,0.032733523,0.000164759
3,35,11.95317061,2.569654818,0.085714286,0.034151916,0.000230695
3,35,12.43582814,3.975991068,0.085714286,0.035530938,0.000356951
3,35,12.95193583,2.477522108,0.085714286,0.037005531,0.000222424
3,35,13.45420826,2.346272716,0.085714286,0.038440595,0.000210641
3,35,13.96261249,1.565254095,0.085714286,0.039893179,0.000140523
3,35,14.46384828,1.649921021,0.085714286,0.041325281,0.000148124
3,35,14.96433304,1.424781199,0.085714286,0.042755237,0.000127912
3,35,15.44788179,2.55911588,0.085714286,0.044136805,0.000229749
3,35,15.94535526,2.851518603,0.085714286,0.045558158,0.000256
3,35,16.42501725,4.166628915,0.085714286,0.046928621,0.000374066
3,35,16.93216204,4.043719989,0.085714286,0.048377606,0.000363032
3,35,17.42910236,4.376048652,0.085714286,0.049797435,0.000392867
3,35,17.91274521,5.346335946,0.085714286,0.051179272,0.000479976
3,35,18.41019998,5.363618231,0.085714286,0.052600571,0.000481528
3,35,18.92313368,4.61198201,0.085714286,0.054066096,0.000414048
3,35,19.43533006,4.051596698,0.085714286,0.055529514,0.000363739
3,35,19.93270108,3.474135493,0.085714286,0.056950575,0.000311896
3,35,20.43554343,3.405176209,0.085714286,0.058387267,0.000305705
3,35,20.93086574,4.113350321,0.085714286,0.059802474,0.000369283
3,35,21.42317575,5.014139504,0.085714286,0.061209074,0.000450153
3,35,21.90208254,6.75747518,0.085714286,0.062577379,0.000606664
3,35,22.39478733,6.881082295,0.085714286,0.063985107,0.000617761
3,35,22.88990691,7.689646412,0.085714286,0.065399734,0.000690351
3,35,23.3829861,8.456795267,0.085714286,0.066808532,0.000759223
3,35,23.88981169,7.257742172,0.085714286,0.068256605,0.000651576
3,35,24.39785399,6.89660624,0.085714286,0.069708154,0.000619154
3,35,24.90181274,6.280416821,0.085714286,0.071148036,0.000563835
3,35,25.40671626,6.208814915,0.085714286,0.072590618,0.000557407
3,35,25.89674044,6.331055067,0.085714286,0.073990687,0.000568381
3,35,26.37903941,8.616464605,0.085714286,0.075368684,0.000773558
3,35,26.8757001,9.731802792,0.085714286,0.076787715,0.000873689
3,35,27.36575235,10.1264649,0.085714286,0.078187864,0.00090912
3,35,27.85974106,11.49874236,0.085714286,0.07959926,0.001032319
3,35,28.3594772,11.21238339,0.085714286,0.081027078,0.001006611
3,35,28.86272024,10.93148274,0.085714286,0.082464915,0.000981392
3,35,29.3734069,9.159866832,0.085714286,0.08392402,0.000822342
3,35,29.86753039,9.6680723,0.085714286,0.085335801,0.000867967
3,35,30.37154186,9.440399037,0.085714286,0.086775834,0.000847528
3,35,30.8546885,11.99923575,0.085714286,0.088156253,0.001077252
3,35,31.34092424,13.5695615,0.085714286,0.089545498,0.00121823
3,35,31.84072774,14.34058217,0.085714286,0.090973508,0.00128745
3,35,32.33043713,15.46914612,0.085714286,0.092372678,0.001388769
3,35,32.83481214,15.16060914,0.085714286,0.093813749,0.001361069
3,35,33.34001304,13.63802746,0.085714286,0.09525718,0.001224377
3,35,33.84460078,13.12649407,0.085714286,0.096698859,0.001178453
3,35,34.34060821,13.74038181,0.085714286,0.098116023,0.001233566
3,35,34.83546889,14.41857246,0.085714286,0.099529911,0.001294452
3,35,35.31542993,18.38613125,0.085714286,0.100901228,0.001650646
3,35,35.8154647,18.50513474,0.085714286,0.102329899,0.00166133
3,35,36.30769901,19.7991868,0.085714286,0.103736283,0.001777505
3,35,36.80893559,19.66202038,0.085714286,0.105168387,0.001765191
3,35,37.31804943,17.66432422,0.085714286,0.106622998,0.001585844
3,35,37.82118226,17.40589404,0.085714286,0.108060521,0.001562643
3,35,38.31645573,18.24580184,0.085714286,0.109475588,0.001638048
3,35,38.80370519,21.10279679,0.085714286,0.110867729,0.001894539
3,35,39.29888102,23.10557636,0.085714286,0.112282517,0.002074342
3,35,39.7898888,24.25024201,0.085714286,0.113685397,0.002177106
3,35,40.28565511,24.82197436,0.085714286,0.115101872,0.002228434
3,35,40.7922781,23.40330742,0.085714286,0.116549366,0.002101071
3,35,41.29896271,21.80679299,0.085714286,0.117997036,0.001957741
3,35,41.79094286,23.55472864,0.085714286,0.119402694,0.002114665
3,35,42.28659226,24.95667959,0.085714286,0.120818835,0.002240528
3,35,42.77249086,29.14324366,0.085714286,0.122207117,0.002616384
3,35,43.26953851,29.49541377,0.085714286,0.123627253,0.002648
3,35,43.76798473,30.00965314,0.085714286,0.125051385,0.002694167
3,35,44.2726043,28.50132298,0.085714286,0.126493155,0.002558754
3,35,44.77806321,27.03273432,0.085714286,0.127937323,0.002426909
3,35,45.2690137,29.50227396,0.085714286,0.129340039,0.002648616
3,35,45.75782128,32.25283142,0.085714286,0.130736632,0.002895552
3,35,46.25099796,35.16092539,0.085714286,0.132145708,0.003156631
3,35,46.74937539,35.87909954,0.085714286,0.133569644,0.003221106
3,35,47.2507329,34.89739801,0.085714286,0.135002094,0.003132973
3,35,47.75614684,33.10432631,0.085714286,0.136446134,0.002971997
3,35,48.25283004,33.67842546,0.085714286,0.137865229,0.003023537
3,35,48.74369326,37.18867677,0.085714286,0.139267695,0.003338676
3,35,49.23462393,41.94511453,0.085714286,0.140670354,0.003765693
3,35,49.73458633,41.62165535,0.085714286,0.142098818,0.003736654
3,35,50.23593086,40.73655174,0.085714286,0.143531231,0.003657192
3,35,50.73778428,39.77762657,0.085714286,0.144965098,0.003571103
3,35,51.23754775,39.61184456,0.085714286,0.146392994,0.00355622
3,35,51.72725745,43.73124733,0.085714286,0.147792164,0.003926046
3,35,52.21506095,48.53112675,0.085714286,0.149185888,0.004356963
3,35,52.72083005,47.67984122,0.085714286,0.150630943,0.004280538
3,35,53.21735958,47.07707014,0.085714286,0.152049599,0.004226423
3,35,53.72280099,46.02311131,0.085714286,0.153493717,0.004131802
3,35,54.22010306,46.59840848,0.085714286,0.15491458,0.00418345
3,35,54.70830889,52.10603283,0.085714286,0.156309454,0.004677907
3,35,55.20000709,56.10894356,0.085714286,0.157714306,0.005037275
3,35,55.70341541,53.91679028,0.085714286,0.159152615,0.00484047
3,35,56.20454981,53.22578621,0.085714286,0.160584428,0.004778434
3,35,56.70642085,53.19156765,0.085714286,0.162018345,0.004775362
3,35,57.19847499,56.0033191,0.085714286,0.163424214,0.005027792
3,35,57.68812509,61.34333719,0.085714286,0.164823215,0.005507201
3,35,58.18726914,63.11955957,0.085714286,0.16624934,0.005666665
3,35,58.69180314,60.04409633,0.085714286,0.167690866,0.00539056
3,35,59.19064139,60.14272501,0.085714286,0.169116118,0.005399414
3,35,59.68743581,61.75069197,0.085714286,0.170535531,0.005543772
3,35,60.1781717,68.02942467,0.085714286,0.171937633,0.006107456
3,35,60.67422194,70.71936755,0.085714286,0.17335492,0.00634895
3,35,61.17924595,66.98427347,0.085714286,0.174797846,0.006013626
3,35,61.68026206,67.37572738,0.085714286,0.17622932,0.006048769
3,35,62.17576278,69.50020108,0.085714286,0.177645037,0.006239497
3,35,62.66563164,75.14075883,0.085714286,0.179044662,0.006745888
3,35,63.16130661,78.06251075,0.085714286,0.180460876,0.007008193
3,35,63.66667915,75.03859056,0.085714286,0.181904798,0.006736716
3,35,64.16756643,74.69044932,0.085714286,0.183335904,0.006705461
3,35,64.66217913,77.62731073,0.085714286,0.184749083,0.006969122
3,35,65.15434013,83.26203973,0.085714286,0.186155258,0.00747499
3,35,65.65129353,85.62476059,0.085714286,0.187575124,0.007687107
3,35,66.15394708,82.6660796,0.085714286,0.189011277,0.007421486
3,35,66.65393801,82.78552654,0.085714286,0.190439823,0.00743221
3,35,67.14781444,86.95342567,0.085714286,0.191850898,0.00780639
3,35,67.64139661,92.42238849,0.085714286,0.193261133,0.008297375
3,35,68.14157027,93.02985078,0.085714286,0.194690201,0.008351911
3,35,68.64464468,90.06107819,0.085714286,0.196127556,0.008085385
3,35,69.14288649,91.94965958,0.085714286,0.197551104,0.008254935
3,35,69.63644401,97.21023762,0.085714286,0.198961269,0.008727212
3,35,70.12970513,102.7173978,0.085714286,0.200370586,0.009221627
3,35,70.63216276,99.31739165,0.085714286,0.201806179,0.008916386
3,35,71.13499439,97.596311,0.085714286,0.203242841,0.008761873
3,35,71.62774729,104.0789662,0.085714286,0.204650707,0.009343864
3,35,72.12539493,107.9432066,0.085714286,0.206072557,0.009690783
3,35,72.62084147,111.0395101,0.085714286,0.207488119,0.009968759
3,35,73.12512354,106.2342385,0.085714286,0.208928924,0.009537357
3,35,73.62266255,108.0679644,0.085714286,0.210350464,0.009701983
3,35,74.11396227,116.2679463,0.085714286,0.211754178,0.01043815
3,35,74.61412385,118.5954046,0.085714286,0.213183211,0.010647102
3,35,75.11647393,116.0173259,0.085714286,0.214618497,0.01041565
3,35,75.61425475,115.9054592,0.085714286,0.216040728,0.010405607
3,35,76.10703891,123.0225389,0.085714286,0.217448683,0.011044555
3,35,76.60429946,126.7420516,0.085714286,0.218869427,0.011378481
3,35,77.10481829,126.7666798,0.085714286,0.220299481,0.011380692
3,35,77.60767449,122.8391327,0.085714286,0.221736213,0.01102809
3,35,78.09979448,129.9759717,0.085714286,0.22314227,0.011668811
3,35,78.5949571,136.039004,0.085714286,0.22455702,0.01221313
3,35,79.09511154,135.1797666,0.085714286,0.225986033,0.012135991
3,35,79.59816956,132.1787027,0.085714286,0.227423342,0.011866565
3,35,80.0928242,137.7961059,0.085714286,0.228836641,0.012370877
3,35,80.58729804,145.3424308,0.085714286,0.230249423,0.013048361
3,35,81.08831029,143.4589815,0.085714286,0.231680887,0.012879271
3,35,81.59022814,142.258414,0.085714286,0.233114938,0.012771488
3,35,82.08562681,146.1894876,0.085714286,0.234530362,0.013124407
3,35,82.58091793,154.260055,0.085714286,0.23594548,0.013848956
3,35,83.08073045,152.3995,0.085714286,0.237373516,0.013681921
3,35,83.58195751,151.4308781,0.085714286,0.238805593,0.013594962
3,35,84.0783114,155.2497605,0.085714286,0.240223747,0.013937808
3,35,84.57116854,164.0237481,0.085714286,0.24163191,0.014725508
3,35,85.07273699,161.3612534,0.085714286,0.243064963,0.014486478
3,35,85.5738196,160.8237478,0.085714286,0.244496627,0.014438222
3,35,86.07071245,165.1754374,0.085714286,0.245916321,0.014828902
3,35,86.56322656,173.8871643,0.085714286,0.247323504,0.015611012
3,35,87.06625946,169.9347547,0.085714286,0.248760741,0.015256178
3,35,87.56732838,170.5915363,0.085714286,0.250192367,0.015315142
3,35,88.06315044,176.1797513,0.085714286,0.251609001,0.015816833
3,35,88.55596663,183.486454,0.085714286,0.253017048,0.016472805
3,35,89.05943286,178.4834544,0.085714286,0.254455522,0.016023652
3,35,89.55807664,181.1539772,0.085714286,0.255880219,0.016263403
3,35,90.05413399,187.7993085,0.085714286,0.257297526,0.016859999
3,35,90.55044583,192.3035787,0.085714286,0.25871556,0.017264377
3,35,91.05263979,187.2542948,0.085714286,0.260150399,0.016811069
3,35,91.54763201,192.7409859,0.085714286,0.261564663,0.017303646
3,35,92.04326248,199.7802076,0.085714286,0.26298075,0.017935604
3,35,92.54219191,200.2234103,0.085714286,0.264406263,0.017975393
3,35,93.04621484,197.2257606,0.085714286,0.265846328,0.017706274
3,35,93.53773449,205.200633,0.085714286,0.26725067,0.018422232
3,35,94.03480664,210.7756038,0.085714286,0.268670876,0.018922734
3,35,94.53626845,207.7141084,0.085714286,0.270103624,0.018647883
3,35,95.03633398,209.0798789,0.085714286,0.271532383,0.018770497
3,35,95.52700703,218.0653016,0.085714286,0.272934306,0.019577179
3,35,96.02524066,220.3023825,0.085714286,0.27435783,0.019778017
3,35,96.52981588,215.8174996,0.085714286,0.275799474,0.019375379
3,35,97.0224401,223.4014936,0.085714286,0.277206972,0.020056245
3,35,97.51880899,229.637638,0.085714286,0.278625169,0.020616105
3,35,98.01755043,228.4655677,0.085714286,0.280050144,0.02051088
3,35,98.5189585,227.4632757,0.085714286,0.281482739,0.020420898
3,35,99.00949506,237.8795537,0.085714286,0.282884272,0.021356037
3,35,99.51004799,239.3641707,0.085714286,0.284314423,0.021489321
3,35,100.0091291,236.8873605,0.085714286,0.285740369,0.021266961
3,35,100.5049049,243.1175511,0.085714286,0.287156871,0.021826287
3,35,100.9976884,250.1070786,0.085714286,0.288564824,0.022453783
3,35,101.4985694,247.6280984,0.085714286,0.289995913,0.022231229
3,35,101.9992543,248.7689539,0.085714286,0.291426441,0.022333651
3,35,102.4899365,259.7607162,0.085714286,0.29282839,0.023320455
3,35,102.9905091,259.1150442,0.085714286,0.294258598,0.023262489
3,35,103.4907835,257.7206789,0.085714286,0.295687953,0.023137307
3,35,103.9844983,265.7048457,0.085714286,0.297098566,0.023854099
3,35,104.4785668,271.1103583,0.085714286,0.298510191,0.024339388
3,35,104.9809618,267.3142718,0.085714286,0.299945605,0.023998588
3,35,105.4778806,272.58452,0.085714286,0.301365373,0.024471733
3,35,105.9691978,282.6304178,0.085714286,0.302769136,0.025373621
3,35,106.4719854,278.170715,0.085714286,0.304205673,0.024973243
3,35,106.969022,281.751623,0.085714286,0.305625777,0.025294725
3,35,107.4629453,290.6344278,0.085714286,0.307036986,0.026092194
3,35,107.9618799,290.1318721,0.085714286,0.308462514,0.026047076
3,35,108.4621655,289.8899691,0.085714286,0.309891901,0.026025359
3,35,108.955378,299.754683,0.085714286,0.31130108,0.02691098
3,35,109.4512085,302.9410312,0.085714286,0.312717739,0.02719704
3,35,109.9549045,299.873689,0.085714286,0.31415687,0.026921664
3,35,110.4482225,309.690528,0.085714286,0.31556635,0.027802988
3,35,110.9432176,314.0202545,0.085714286,0.316980622,0.028191696
3,35,111.4470484,309.9728133,0.085714286,0.318420138,0.02782833
3,35,111.9413043,319.1349453,0.085714286,0.319832298,0.028650876
3,35,112.4359788,324.8528301,0.085714286,0.321245654,0.029164209
3,35,112.9379981,321.8135582,0.085714286,0.322679995,0.028891353
3,35,113.4346535,328.4924972,0.085714286,0.32409901,0.029490966
3,35,113.9283108,335.7212815,0.085714286,0.325509459,0.030139942
3,35,114.4287968,333.9476863,0.085714286,0.326939419,0.029980715
3,35,114.9280076,338.7523175,0.085714286,0.328365736,0.030412059
3,35,115.4212051,347.9023102,0.085714286,0.329774872,0.031233515
3,35,115.9206128,344.6605291,0.085714286,0.331201751,0.030942478
3,35,116.420984,349.1698891,0.085714286,0.332631383,0.031347314
3,35,116.913846,359.5431387,0.085714286,0.33403956,0.032278589
3,35,117.4145124,356.2901074,0.085714286,0.335470035,0.031986543
3,35,117.9149355,360.3904237,0.085714286,0.336899816,0.032354656
3,35,118.4061006,370.9622867,0.085714286,0.338303145,0.033303763
3,35,118.9077394,366.9970478,0.085714286,0.339736398,0.032947777
3,35,119.4076128,372.9223878,0.085714286,0.341164608,0.033479734
3,35,119.89923,382.820391,0.085714286,0.342569229,0.034368344
3,35,120.4008923,378.6112535,0.085714286,0.344002549,0.033990462
3,35,120.900461,385.4970262,0.085714286,0.345429889,0.034608643
3,35,121.3933595,394.8395986,0.085714286,0.34683817,0.035447388
3,35,121.8947248,390.1425548,0.085714286,0.348270642,0.035025703
3,35,122.3928149,398.3944629,0.085714286,0.349693757,0.035766532
3,35,122.8862421,405.9342833,0.085714286,0.351103549,0.036443432
3,35,123.3886321,402.4122047,0.085714286,0.352538949,0.036127232
3,35,123.8863735,412.0330545,0.085714286,0.353961067,0.03699096
3,35,124.3803624,417.4860606,0.085714286,0.355372464,0.037480513
3,35,124.8842186,414.5387755,0.085714286,0.356812053,0.037215915
3,35,125.3786886,426.1719745,0.085714286,0.358224825,0.038260305
3,35,125.873938,428.7073574,0.085714286,0.359639823,0.038487923
3,35,126.3773916,427.1726562,0.085714286,0.361078262,0.038350143
3,35,126.8722875,439.9651292,0.085714286,0.36249225,0.039498609
3,35,127.3681631,440.3606931,0.085714286,0.363909038,0.039534121
3,35,127.8715786,440.369415,0.085714286,0.365347368,0.039534904
3,35,128.365096,453.7494675,0.085714286,0.366757417,0.040736121
3,35,128.8634931,451.8843368,0.085714286,0.368181409,0.040568676
3,35,129.3663191,454.6097026,0.085714286,0.369618055,0.04081335
3,35,129.8579943,466.9646531,0.085714286,0.371022841,0.041922536
3,35,130.3589931,463.8504072,0.085714286,0.372454266,0.04164295
3,35,130.8602811,470.0929439,0.085714286,0.373886518,0.042203384
3,35,131.352219,479.167519,0.085714286,0.375292054,0.043018069
3,35,131.8544594,476.6971091,0.085714286,0.376727027,0.042796284
3,35,132.3524834,486.1432228,0.085714286,0.378149953,0.043644325
3,35,132.8477719,490.1049816,0.085714286,0.379565063,0.043999998
4,25,2.284867184,1.410762674,0.16,0.009139469,0.000177315
4,25,2.807045809,0.314830556,0.16,0.011228183,3.95702E-05
4,25,3.315458488,-0.884562972,0.16,0.013261834,-0.000111178
4,25,3.819543345,-1.346757304,0.16,0.015278173,-0.00016927
4,25,4.301942054,-0.113913713,0.16,0.017207768,-1.43175E-05
4,25,4.782276438,1.301521446,0.16,0.019129106,0.000163585
4,25,5.286708153,0.903103044,0.16,0.021146833,0.000113509
4,25,5.775303431,1.670137205,0.16,0.023101214,0.000209915
4,25,6.262014729,2.785303383,0.16,0.025048059,0.000350077
4,25,6.792091341,1.081387816,0.16,0.027168365,0.000135917
4,25,7.30552513,0.124247762,0.16,0.029222101,1.56164E-05
4,25,7.802162385,-0.000776387,0.16,0.03120865,-9.7582E-08
4,25,8.288465415,0.872239062,0.16,0.033153862,0.000109629
4,25,8.76756733,2.633635155,0.16,0.035070269,0.000331015
4,25,9.273621778,2.151285652,0.16,0.037094487,0.000270389
4,25,9.743930968,4.724633322,0.16,0.038975724,0.000593827
4,25,10.26865964,2.810339411,0.16,0.041074639,0.000353224
4,25,10.77905431,1.842522279,0.16,0.043116217,0.000231582
4,25,11.28863415,1.125039493,0.16,0.045154537,0.000141403
4,25,11.78069175,1.680484363,0.16,0.047122767,0.000211216
4,25,12.25996263,3.334913535,0.16,0.049039851,0.000419156
4,25,12.74820025,4.342727722,0.16,0.050992801,0.000545826
4,25,13.23246634,5.883215297,0.16,0.052929865,0.000739446
4,25,13.74156903,4.875683443,0.16,0.054966276,0.000612812
4,25,14.26532991,3.529921109,0.16,0.05706132,0.000443666
4,25,14.76015681,2.539593814,0.16,0.059040627,0.000319195
4,25,15.25054771,3.921738786,0.16,0.061002191,0.000492913
4,25,15.75149539,4.438654764,0.16,0.063005982,0.000557883
4,25,16.22477594,7.370636626,0.16,0.064899104,0.000926396
4,25,16.72219248,7.757126878,0.16,0.06688877,0.000974973
4,25,17.23068488,6.581469589,0.16,0.06892274,0.000827207
4,25,17.73766965,5.00885472,0.16,0.070950679,0.00062955
4,25,18.24255854,4.705943405,0.16,0.072970234,0.000591478
4,25,18.72881415,6.051983607,0.16,0.074915257,0.000760658
4,25,19.20647219,9.602918165,0.16,0.076825889,0.001206965
4,25,19.6997213,10.34621851,0.16,0.078798885,0.001300389
4,25,20.21236723,8.931216775,0.16,0.080849469,0.001122541
4,25,20.7219436,7.150581058,0.16,0.082887774,0.000898738
4,25,21.21895143,7.656425924,0.16,0.084875806,0.000962316
4,25,21.71699766,8.510906257,0.16,0.086867991,0.001069713
4,25,22.1859507,13.24250142,0.16,0.088743803,0.001664415
4,25,22.69168258,12.80518011,0.16,0.09076673,0.001609449
4,25,23.19572655,11.15846595,0.16,0.092782906,0.001402478
4,25,23.70511598,9.32873528,0.16,0.094820464,0.001172504
4,25,24.19681654,10.86273463,0.16,0.096787266,0.001365308
4,25,24.67693205,14.82744192,0.16,0.098707728,0.001863622
4,25,25.17253213,16.58093501,0.16,0.100690129,0.002084014
4,25,25.67929108,14.54788406,0.16,0.102717164,0.001828485
4,25,26.18952921,13.16130891,0.16,0.104758117,0.00165421
4,25,26.68789846,13.61124096,0.16,0.106751594,0.001710761
4,25,27.16710234,17.53694928,0.16,0.108668409,0.002204173
