R,a,delta,F,R_a,delta_a,F_Eah
4,30,98.37021891,309.2373651,0.133333333,0.32790073,0.032389355
4,30,98.86205286,323.6885377,0.133333333,0.329540176,0.033902963
4,30,99.36604648,314.5359453,0.133333333,0.331220155,0.032944325
4,30,99.85950419,327.2387064,0.133333333,0.332865014,0.034274806
4,30,100.3569741,329.8269035,0.133333333,0.334523247,0.034545892
4,30,100.8590206,327.5855217,0.133333333,0.336196735,0.034311131
4,30,101.3504723,342.570598,0.133333333,0.337834908,0.03588066
4,30,101.8520883,334.709185,0.133333333,0.339506961,0.035057259
4,30,102.345849,347.0528224,0.133333333,0.34115283,0.036350125
4,30,102.8434781,350.4959919,0.133333333,0.342811594,0.036710761
4,30,103.3459058,347.1596343,0.133333333,0.344486353,0.036361313
4,30,103.8375125,362.9593603,0.133333333,0.346125042,0.038016168
4,30,104.3401015,353.9857871,0.133333333,0.347800338,0.03707628
4,30,104.8337835,369.5061276,0.133333333,0.349445945,0.038701872
4,30,105.3326357,368.4310068,0.133333333,0.351108786,0.038589265
4,30,105.8307744,370.9061319,0.133333333,0.352769248,0.038848508
4,30,106.3261026,382.7583171,0.133333333,0.354420342,0.0400899
4,30,106.8270445,375.565241,0.133333333,0.356090148,0.039336501
4,30,107.319964,393.1515866,0.133333333,0.357733213,0.041178485
4,30,107.8216193,386.0948237,0.133333333,0.359405398,0.040439364
4,30,108.3171361,396.6989159,0.133333333,0.36105712,0.04155003
4,30,108.8151211,401.6140294,0.133333333,0.36271707,0.042064837
4,30,109.3142174,399.9808288,0.133333333,0.364380725,0.041893776
4,30,109.8084949,415.2091222,0.133333333,0.366028316,0.043488779
4,30,110.3112815,406.670165,0.133333333,0.367704272,0.042594414
4,30,110.8040609,424.4834464,0.133333333,0.36934687,0.044460167
4,30,111.3052234,418.2212458,0.133333333,0.371017411,0.043804268
4,30,111.8008631,429.315666,0.133333333,0.372669544,0.044966291
4,30,112.2988495,432.8997667,0.133333333,0.374329498,0.045341688
4,30,112.7978331,433.9320452,0.133333333,0.375992777,0.045449808
4,30,113.293494,447.6203916,0.133333333,0.37764498,0.046883518
4,30,113.7940888,439.3137063,0.133333333,0.379313629,0.046013481
4,30,114.2885413,458.3741102,0.133333333,0.380961804,0.048009857
4,30,114.789818,449.3375647,0.133333333,0.382632727,0.047063374
4,30,115.2847878,466.7331149,0.133333333,0.384282626,0.048885375
4,30,115.7854741,463.842185,0.133333333,0.38595158,0.04858258
4,30,116.2819518,471.9181834,0.133333333,0.387606506,0.049428456
4,30,116.7801209,477.319396,0.133333333,0.38926707,0.049994176
4,30,117.2791856,477.6591865,0.133333333,0.390930619,0.050029766
4,30,117.7751536,491.2976746,0.133333333,0.392583845,0.051458253
4,30,118.2747889,485.279924,0.133333333,0.394249296,0.050827957
4,30,118.7706758,503.4911028,0.133333333,0.395902253,0.052735387
4,30,119.2717631,494.7580694,0.133333333,0.397572544,0.051820693
4,30,119.7668451,514.3067091,0.133333333,0.399222817,0.053868207
4,30,120.2674193,506.1222503,0.133333333,0.400891398,0.053010971
4,30,120.7633219,522.1433391,0.133333333,0.402544406,0.054689012
4,30,121.264173,519.6363688,0.133333333,0.40421391,0.054426433
4,30,121.7602974,530.8147677,0.133333333,0.405867658,0.055597252
4,30,122.260686,532.1629635,0.133333333,0.40753562,0.055738462
4,30,122.7560188,538.9203126,0.133333333,0.409186729,0.056446223
4,30,123.256167,546.6331292,0.133333333,0.41085389,0.057254059
4,30,123.7541938,547.0235557,0.133333333,0.412513979,0.057294952
4,30,124.251363,559.5289851,0.133333333,0.41417121,0.058604764
4,30,124.7497356,556.5055404,0.133333333,0.415832452,0.05828809
4,30,125.2469819,571.8542838,0.133333333,0.41748994,0.059895709
4,30,125.7471699,565.80118,0.133333333,0.419157233,0.05926171
4,30,126.2432874,584.5239894,0.133333333,0.420810958,0.061222727
4,30,126.743686,576.4692803,0.133333333,0.422478953,0.060379081
4,30,127.2395745,596.1110213,0.133333333,0.424131915,0.062436347
4,30,127.7408741,588.255099,0.133333333,0.425802914,0.061613522
4,30,128.2356184,607.5573007,0.133333333,0.427452061,0.063635224
4,30,128.737314,599.2416284,0.133333333,0.42912438,0.062764245
4,30,129.2323893,620.1629926,0.133333333,0.430774631,0.064955537
4,30,129.7339531,610.8086286,0.133333333,0.43244651,0.063975766
4,30,130.2289336,631.0040207,0.133333333,0.434096445,0.066091021
4,35,2.318213873,-1.169839559,0.114285714,0.006623468,-0.000105024
4,35,2.821642503,-1.493109688,0.114285714,0.008061836,-0.000134046
4,35,3.315601089,-0.979143349,0.114285714,0.009473146,-8.79042E-05
4,35,3.801692321,-0.22911372,0.114285714,0.010861978,-2.05691E-05
4,35,4.302574195,0.312700981,0.114285714,0.012293069,2.80733E-05
4,35,4.798925934,0.101606023,0.114285714,0.013711217,9.12185E-06
4,35,5.291145408,0.520929235,0.114285714,0.015117558,4.67673E-05
4,35,5.793809665,0.783155321,0.114285714,0.016553742,7.03091E-05
4,35,6.28868262,0.781133555,0.114285714,0.017967665,7.01276E-05
4,35,6.784093774,0.87822492,0.114285714,0.019383125,7.88441E-05
4,35,7.287899979,0.94132114,0.114285714,0.020822571,8.45087E-05
4,35,7.778009454,1.354942967,0.114285714,0.022222884,0.000121642
4,35,8.273579413,1.968270515,0.114285714,0.023638798,0.000176705
4,35,8.775427191,1.654390503,0.114285714,0.025072649,0.000148526
4,35,9.28340015,1.048340642,0.114285714,0.026524,9.41165E-05
4,35,9.799302763,0.083241458,0.114285714,0.027998008,7.47314E-06
4,35,10.29865981,-0.052943125,0.114285714,0.029424742,-4.75306E-06
4,35,10.79920914,0.09173761,0.114285714,0.030854883,8.2359E-06
4,35,11.30215989,0.427289701,0.114285714,0.032291885,3.83607E-05
4,35,11.78485195,1.302321556,0.114285714,0.033671006,0.000116918
4,35,12.28048885,1.415505966,0.114285714,0.035087111,0.000127079
4,35,12.77289353,1.768099832,0.114285714,0.036493982,0.000158734
4,35,13.26730861,2.354202133,0.114285714,0.037906596,0.000211352
4,35,13.76455699,2.377327539,0.114285714,0.039327306,0.000213429
4,35,14.26569044,2.487279422,0.114285714,0.040759116,0.0002233
4,35,14.75556573,3.864742798,0.114285714,0.042158759,0.000346964
4,35,15.25471455,3.453963215,0.114285714,0.043584899,0.000310085
4,35,15.76009104,3.251295778,0.114285714,0.045028832,0.000291891
4,35,16.26555266,2.669838857,0.114285714,0.046473008,0.000239689
4,35,16.7797635,1.630684809,0.114285714,0.047942181,0.000146397
4,35,17.28118885,1.238588447,0.114285714,0.049374825,0.000111196
4,35,17.77370121,1.845267751,0.114285714,0.050782003,0.000165662
4,35,18.27143853,2.407435239,0.114285714,0.05220411,0.000216132
4,35,18.75623328,3.343051938,0.114285714,0.053589238,0.000300128
4,35,19.24649929,4.187745558,0.114285714,0.054989998,0.000375962
4,35,19.74648859,3.86621646,0.114285714,0.056418539,0.000347096
4,35,20.23224765,5.893692007,0.114285714,0.057806422,0.000529116
4,35,20.72923046,6.219487512,0.114285714,0.059226373,0.000558365
4,35,21.23502573,5.451375738,0.114285714,0.060671502,0.000489406
4,35,21.73034709,6.062534602,0.114285714,0.062086706,0.000544274
4,35,22.23982428,4.737677387,0.114285714,0.063542355,0.000425333
4,35,22.75087758,4.27136308,0.114285714,0.065002507,0.000383469
4,35,23.25657376,3.347348672,0.114285714,0.066447354,0.000300514
4,35,23.75180735,4.38410968,0.114285714,0.067862307,0.000393591
4,35,24.23579583,5.243709653,0.114285714,0.069245131,0.000470763
4,35,24.72547234,6.678432614,0.114285714,0.070644207,0.000599568
4,35,25.22585824,7.401628244,0.114285714,0.072073881,0.000664494
4,35,25.70560934,9.736426869,0.114285714,0.073444598,0.000874104
4,35,26.21192433,8.646923668,0.114285714,0.074891212,0.000776292
4,35,26.70521258,9.436277773,0.114285714,0.076300607,0.000847158
4,35,27.21842811,7.64164777,0.114285714,0.077766937,0.000686042
4,35,27.71643609,7.503554923,0.114285714,0.079189817,0.000673644
4,35,28.2345433,6.344683273,0.114285714,0.080670124,0.000569605
4,35,28.71813596,7.52149371,0.114285714,0.082051817,0.000675255
4,35,29.20688736,9.027146941,0.114285714,0.08344825,0.000810427
4,35,29.69872641,10.38183473,0.114285714,0.084853504,0.000932047
4,35,30.18839605,12.31158025,0.114285714,0.08625256,0.001105293
4,35,30.68743071,12.81869125,0.114285714,0.087678373,0.00115082
4,35,31.18441046,13.15341537,0.114285714,0.089098316,0.00118087
4,35,31.69453641,11.80813991,0.114285714,0.090555818,0.001060096
4,35,32.19356348,11.54300029,0.114285714,0.09198161,0.001036292
4,35,32.70291009,10.20952192,0.114285714,0.093436886,0.000916577
4,35,33.20002216,10.75156135,0.114285714,0.094857206,0.000965239
4,35,33.68364033,13.84618109,0.114285714,0.096238972,0.001243064
4,35,34.17561853,14.82231892,0.114285714,0.097644624,0.001330699
4,35,34.66353744,17.87262457,0.114285714,0.099038678,0.001604545
4,35,35.16504241,17.1051639,0.114285714,0.10047155,0.001535645
4,35,35.6695673,16.74396876,0.114285714,0.101913049,0.001503218
4,35,36.1739731,15.28834083,0.114285714,0.103354209,0.001372536
4,35,36.67452388,15.53233612,0.114285714,0.104784354,0.001394442
4,35,37.17657959,14.88586348,0.114285714,0.106218799,0.001336403
4,35,37.66297316,17.79697615,0.114285714,0.107608495,0.001597753
4,35,38.15356661,20.45018353,0.114285714,0.10901019,0.00183595
4,35,38.6470975,22.6860676,0.114285714,0.110420279,0.00203668
4,35,39.15268911,21.78800078,0.114285714,0.111864826,0.001956054
4,35,39.64796191,21.5488729,0.114285714,0.113279891,0.001934586
4,35,40.15403256,19.86999498,0.114285714,0.114725807,0.001783862
4,35,40.65343193,20.2146131,0.114285714,0.116152663,0.001814801
4,35,41.15461758,20.4719819,0.114285714,0.117584622,0.001837907
4,35,41.63199514,25.98547898,0.114285714,0.118948558,0.00233289
4,35,42.12813458,27.72092564,0.114285714,0.120366099,0.002488693
4,35,42.62815918,27.22987357,0.114285714,0.121794741,0.002444608
4,35,43.1294618,26.79751589,0.114285714,0.123227034,0.002405792
4,35,43.63668906,24.92174835,0.114285714,0.124676254,0.002237392
4,35,44.13317051,26.10143084,0.114285714,0.126094773,0.0023433
4,35,44.63447211,26.26064048,0.114285714,0.127527063,0.002357593
4,35,45.11728385,32.23888527,0.114285714,0.128906525,0.0028943
4,35,45.61110915,33.9465657,0.114285714,0.130317455,0.00304761
4,35,46.11539879,32.37132196,0.114285714,0.131758282,0.00290619
4,35,46.61839431,32.1053546,0.114285714,0.133195412,0.002882312
4,35,47.12096886,30.45056759,0.114285714,0.13463134,0.002733751
4,35,47.61491374,32.83557113,0.114285714,0.136042611,0.002947869
4,35,48.10864404,34.69207765,0.114285714,0.137453269,0.00311454
4,35,48.59692956,40.23006373,0.114285714,0.13884837,0.003611722
4,35,49.09765654,40.2367791,0.114285714,0.140279019,0.003612324
4,35,49.60105131,37.48367775,0.114285714,0.141717289,0.00336516
4,35,50.10330833,37.36477673,0.114285714,0.14315231,0.003354486
4,35,50.60107372,37.81550371,0.114285714,0.144574496,0.00339495
4,35,51.09203784,41.38104677,0.114285714,0.145977251,0.003715053
4,35,51.57977004,47.17873129,0.114285714,0.147370772,0.00423555
4,35,52.08119558,46.29839702,0.114285714,0.148803416,0.004156516
4,35,52.5872491,43.27962884,0.114285714,0.150249283,0.003885501
4,35,53.08565188,44.26310531,0.114285714,0.151673291,0.003973795
4,35,53.58362215,45.01582967,0.114285714,0.153096063,0.004041372
4,35,54.07473604,49.78882435,0.114285714,0.154499246,0.004469875
4,35,54.56597321,54.58094384,0.114285714,0.155902781,0.004900096
4,35,55.0707791,52.46517513,0.114285714,0.157345083,0.004710149
4,35,55.57348414,49.63711306,0.114285714,0.158781383,0.004456255
4,35,56.07031694,51.90819339,0.114285714,0.160200906,0.004660145
4,35,56.56622105,53.89951556,0.114285714,0.161617774,0.00483892
4,35,57.05749125,59.37321963,0.114285714,0.163021404,0.005330331
4,35,57.55653315,61.5462615,0.114285714,0.164447238,0.005525419
4,35,58.05914316,58.24534733,0.114285714,0.165883266,0.005229074
4,35,58.56161374,57.11908889,0.114285714,0.167318896,0.005127962
4,35,59.05581833,60.87126747,0.114285714,0.16873091,0.00546482
4,35,59.54584658,66.41436752,0.114285714,0.17013099,0.005962461
4,35,60.04433116,68.56866118,0.114285714,0.171555232,0.006155867
4,35,60.54663398,65.54995882,0.114285714,0.172990383,0.005884858
4,35,61.0496181,64.47234321,0.114285714,0.17442748,0.005788113
4,35,61.54746611,68.12109437,0.114285714,0.175849903,0.006115686
4,35,62.03916456,72.9457488,0.114285714,0.177254756,0.006548827
4,35,62.5331771,76.41771702,0.114285714,0.17866622,0.006860529
4,35,63.03456994,74.19662543,0.114285714,0.180098771,0.006661127
4,35,63.53819205,72.31772308,0.114285714,0.181537692,0.006492445
4,35,64.03275644,76.03986757,0.114285714,0.182950733,0.006826607
4,35,64.52653454,81.63961719,0.114285714,0.184361527,0.007329334
4,35,65.02152773,84.48540075,0.114285714,0.185775794,0.007584819
4,35,65.52706759,81.75648514,0.114285714,0.187220193,0.007339826
4,35,66.0267537,80.35495546,0.114285714,0.188647868,0.007214001
4,35,66.52092685,85.7271884,0.114285714,0.190059791,0.007696302
4,35,67.0140401,91.37047516,0.114285714,0.191468686,0.008202938
4,35,67.51282596,91.96451296,0.114285714,0.192893788,0.008256269
4,35,68.01645234,89.00703149,0.114285714,0.194332721,0.007990756
4,35,68.51659346,90.01184008,0.114285714,0.195761696,0.008080964
4,35,69.0081111,97.0677209,0.114285714,0.197166032,0.008714418
4,35,69.50455705,100.7525307,0.114285714,0.198584449,0.009045228
4,35,70.00631329,98.84916166,0.114285714,0.200018038,0.00887435
4,35,70.50888553,96.77654761,0.114285714,0.201453959,0.008688277
4,35,71.00319933,102.1422654,0.114285714,0.202866284,0.009169994
4,35,71.4975604,108.9050725,0.114285714,0.204278744,0.009777136
4,35,71.99619574,109.2126215,0.114285714,0.205703416,0.009804747
4,35,72.49969105,105.1509967,0.114285714,0.207141974,0.009440107
4,35,72.9975041,107.6069655,0.114285714,0.208564297,0.009660596
4,35,73.49004424,116.0694122,0.114285714,0.209971555,0.010420327
4,35,73.98825222,118.6403967,0.114285714,0.211395006,0.010651141
4,35,74.49033906,115.9667743,0.114285714,0.21282954,0.010411112
4,35,74.99119474,115.0812433,0.114285714,0.214260556,0.010331612
4,35,75.48823249,122.4917778,0.114285714,0.215680664,0.010996905
4,35,75.98221933,127.9068291,0.114285714,0.217092055,0.011483051
4,35,76.48410916,124.7483935,0.114285714,0.218526026,0.011199497
4,35,76.98590565,123.4121162,0.114285714,0.21995973,0.01107953
4,35,77.4786196,130.4759712,0.114285714,0.221367485,0.0117137
4,35,77.97098379,137.4322114,0.114285714,0.222774239,0.012338208
4,35,78.47444979,134.4848839,0.114285714,0.224212714,0.012073606
4,35,78.97576975,133.1785368,0.114285714,0.225645056,0.011956327
4,35,79.47108805,138.826473,0.114285714,0.227060252,0.01246338
4,35,79.96736493,146.6027726,0.114285714,0.228478186,0.01316151
4,35,80.46695675,143.6995658,0.114285714,0.229905591,0.01290087
4,35,80.97016015,142.1149709,0.114285714,0.231343315,0.01275861
4,35,81.4654863,148.526328,0.114285714,0.232758532,0.013334201
4,35,81.95853436,156.1878315,0.114285714,0.234167241,0.014022025
4,35,82.46127976,152.7163455,0.114285714,0.235603656,0.013710367
4,35,82.96100509,152.0469857,0.114285714,0.237031443,0.013650274
4,35,83.45775421,158.3074463,0.114285714,0.238450726,0.014212317
4,35,83.95215046,166.2156551,0.114285714,0.239863287,0.01492229
4,35,84.45558179,162.0084273,0.114285714,0.241301662,0.014544579
4,35,84.95511358,162.084939,0.114285714,0.242728896,0.014551448
4,35,85.44987973,170.0562126,0.114285714,0.244142514,0.015267082
4,35,85.94648602,175.5574669,0.114285714,0.245561389,0.015760967
4,35,86.45042563,170.7682072,0.114285714,0.247001216,0.015331003
4,35,86.94892118,173.4034031,0.114285714,0.248425489,0.015567582
4,35,87.44359053,181.961357,0.114285714,0.24983883,0.016335887
4,35,87.94225009,184.841262,0.114285714,0.251263572,0.016594435
4,35,88.44320588,179.8310267,0.114285714,0.252694874,0.016144633
4,35,88.94091386,185.7237772,0.114285714,0.254116897,0.016673664
4,35,89.43511641,193.707284,0.114285714,0.255528904,0.017390397
4,35,89.93600073,193.1481812,0.114285714,0.256960002,0.017340203
4,35,90.43750583,190.3961864,0.114285714,0.258392874,0.017093138
4,35,90.9352547,198.8717978,0.114285714,0.259815013,0.01785405
4,35,91.4303151,204.4501266,0.114285714,0.261229472,0.018354854
4,35,91.93233853,201.2847927,0.114285714,0.262663824,0.018070681
4,35,92.43259558,202.5564335,0.114285714,0.26409313,0.018184844
4,35,92.9245732,213.0153701,0.114285714,0.265498781,0.019123813
4,35,93.42437286,213.533247,0.114285714,0.26692678,0.019170306
4,35,93.9267302,210.1807318,0.114285714,0.268362086,0.018869328
4,35,94.42369964,217.6378262,0.114285714,0.269781999,0.019538802
4,35,94.91755946,224.7949954,0.114285714,0.271193027,0.020181348
4,35,95.42163672,221.4619598,0.114285714,0.272633248,0.01988212
4,35,95.92091276,222.0536106,0.114285714,0.274059751,0.019935236
4,35,96.41612679,232.7594233,0.114285714,0.275474648,0.020896368
4,35,96.91487836,233.765789,0.114285714,0.276899652,0.020986717
4,35,97.41721311,230.8055729,0.114285714,0.278334895,0.020720958
4,35,97.91315381,237.405318,0.114285714,0.279751868,0.021313461
4,35,98.40660028,244.8835266,0.114285714,0.281161715,0.02198483
4,35,98.91100684,241.3493763,0.114285714,0.282602877,0.021667546
4,35,99.41377198,243.3245387,0.114285714,0.284039349,0.021844869
4,35,99.90263239,254.1135576,0.114285714,0.285436093,0.022813472
4,35,100.4006799,253.5608932,0.114285714,0.286859085,0.022763855
4,35,100.905441,251.2452232,0.114285714,0.28830126,0.022555962
4,35,101.3997378,260.3511203,0.114285714,0.289713536,0.023373459
4,35,101.894011,265.6581663,0.114285714,0.291125746,0.023849908
4,35,102.4001093,260.9647235,0.114285714,0.292571741,0.023428547
4,35,102.8962011,267.0270583,0.114285714,0.293989146,0.023972803
4,35,103.38925,275.7497002,0.114285714,0.295397857,0.024755893
4,35,103.8923448,272.0413914,0.114285714,0.296835271,0.024422973
4,35,104.3932445,274.2419096,0.114285714,0.298266413,0.024620528
4,35,104.8852298,284.6179449,0.114285714,0.299672085,0.025552054
4,35,105.3843403,284.8053369,0.114285714,0.301098115,0.025568878
4,35,105.8872029,282.7788069,0.114285714,0.302534865,0.025386943
4,35,106.3813596,292.542051,0.114285714,0.303946742,0.026263454
4,35,106.87513,296.3578104,0.114285714,0.305357514,0.02660602
4,35,107.3816649,291.5968767,0.114285714,0.306804757,0.0261786
4,35,107.8747261,301.2630248,0.114285714,0.308213503,0.027046394
4,35,108.369047,307.4912585,0.114285714,0.309625849,0.027605544
4,35,108.8715285,303.13305,0.114285714,0.31106151,0.027214279
4,35,109.3702004,309.5732071,0.114285714,0.312486287,0.027792455
4,35,109.8607818,318.1481335,0.114285714,0.313887948,0.028562283
4,35,110.3650703,314.6260942,0.114285714,0.315328772,0.028246086
4,35,110.8632613,318.2105958,0.114285714,0.316752175,0.028567891
4,35,111.3540764,329.5874059,0.114285714,0.318154504,0.029589263
4,35,111.8561406,325.1867404,0.114285714,0.319588973,0.029194186
4,35,112.3577905,328.4290124,0.114285714,0.321022259,0.029485267
4,35,112.849265,339.7995669,0.114285714,0.322426471,0.030506077
4,35,113.3492221,337.1806166,0.114285714,0.32385492,0.030270956
4,35,113.8496206,338.9168727,0.114285714,0.32528463,0.030426832
4,35,114.3405591,351.3386079,0.114285714,0.326687312,0.031542014
4,35,114.8412045,347.8980362,0.114285714,0.328117727,0.031233131
4,35,115.3416378,350.3618995,0.114285714,0.329547536,0.031454328
4,35,115.8349725,362.051014,0.114285714,0.330957064,0.032503738
4,35,116.3339405,360.3444468,0.114285714,0.332382687,0.032350528
4,35,116.835116,361.173882,0.114285714,0.333814617,0.032424992
4,35,117.3272591,373.6492596,0.114285714,0.33522074,0.03354499
4,35,117.826753,371.3403423,0.114285714,0.336647866,0.033337703
4,35,118.3278544,373.6601045,0.114285714,0.338079584,0.033545964
4,35,118.821319,385.7530298,0.114285714,0.339489483,0.034631627
4,35,119.3206505,382.1772506,0.114285714,0.340916144,0.034310605
4,35,119.8216393,386.2507331,0.114285714,0.342347541,0.034676309
4,35,120.3135395,397.7227291,0.114285714,0.34375297,0.035706226
4,35,120.8151496,393.9553193,0.114285714,0.345186142,0.035368001
4,35,121.3149135,398.8197727,0.114285714,0.346614039,0.035804715
4,35,121.8073468,410.369294,0.114285714,0.348020991,0.036841593
4,35,122.3090971,405.3775974,0.114285714,0.349454563,0.036393455
4,35,122.8082005,413.1644585,0.114285714,0.350880573,0.037092534
4,35,123.3016779,421.9878924,0.114285714,0.352290508,0.037884672
4,35,123.8032211,417.3582861,0.114285714,0.353723489,0.037469042
4,35,124.3005409,428.1562439,0.114285714,0.355144403,0.038438446
4,35,124.7952346,432.8510541,0.114285714,0.356557813,0.038859931
4,35,125.2984671,430.2451228,0.114285714,0.35799562,0.038625979
4,35,125.7942394,442.8165219,0.114285714,0.359412113,0.039754597
4,35,126.2902781,443.8877378,0.114285714,0.360829366,0.039850768
4,35,126.7917595,444.0872514,0.114285714,0.36226217,0.039868679
4,35,127.2873541,457.2067814,0.114285714,0.363678155,0.041046507
4,35,127.7853794,454.8902207,0.114285714,0.365101084,0.040838534
4,35,128.2866881,458.8843434,0.114285714,0.366533395,0.041197113
4,35,128.7802723,471.2009138,0.114285714,0.367943635,0.042302854
4,35,129.2809486,466.3726398,0.114285714,0.369374139,0.041869387
4,35,129.7799609,475.3490741,0.114285714,0.370799888,0.042675262
4,35,130.274557,483.4153902,0.114285714,0.37221302,0.043399429
4,35,130.7770121,479.2284049,0.114285714,0.373648606,0.043023535
4,35,131.2730123,492.1846472,0.114285714,0.375065749,0.044186704
4,35,131.7694033,494.2714718,0.114285714,0.376484009,0.044374052
4,35,132.2716734,494.1966759,0.114285714,0.377919067,0.044367337
4,35,132.7667401,508.128215,0.114285714,0.379333543,0.045618064
4,35,133.2650423,504.952224,0.114285714,0.380757264,0.045332934
4,35,133.7663271,511.7157955,0.114285714,0.382189506,0.045940145
4,35,134.2606854,521.7227607,0.114285714,0.383601958,0.046838538
4,35,134.762172,517.1517816,0.114285714,0.385034777,0.04642817
4,35,135.2596439,530.6129248,0.114285714,0.386456125,0.047636667
4,35,135.7557744,532.6784541,0.114285714,0.387873641,0.047822103
4,35,136.2580105,532.7205992,0.114285714,0.389308601,0.047825887
4,35,136.7525156,547.2361767,0.114285714,0.390721473,0.049129047
4,35,137.25196,543.209501,0.114285714,0.392148457,0.048767546
4,35,137.7521931,552.0392365,0.114285714,0.393577695,0.04956025
4,35,138.2474624,559.8261021,0.114285714,0.39499275,0.050259329
4,35,138.7490863,556.9822444,0.114285714,0.396425961,0.050004017
4,35,139.2457335,571.6703199,0.114285714,0.397844953,0.051322664
4,35,139.7430874,569.2652992,0.114285714,0.399265964,0.051106749
4,35,140.2442428,575.8713197,0.114285714,0.400697836,0.051699815
4,35,140.7391471,586.9566429,0.114285714,0.402111849,0.052695019
4,35,141.2405859,582.0135525,0.114285714,0.403544531,0.052251245
4,35,141.7379919,596.4736824,0.114285714,0.404965691,0.053549427
4,35,142.2353466,596.6572543,0.114285714,0.406386705,0.053565908
4,35,142.7361713,601.4687045,0.114285714,0.407817632,0.053997864
4,35,143.2316399,613.3475144,0.114285714,0.409233257,0.055064304
4,35,143.7321503,608.4728684,0.114285714,0.410663286,0.054626674
4,35,144.2307519,622.2958722,0.114285714,0.412087863,0.055867658
4,35,144.7272816,623.7814394,0.114285714,0.413506519,0.056001027
4,35,145.2285456,626.890466,0.114285714,0.414938702,0.056280145
4,35,145.7242558,639.6138768,0.114285714,0.416355016,0.057422411
4,35,146.224283,635.5123816,0.114285714,0.417783666,0.057054192
